year,quarter,Investor,Operation Type,Stock Abv,Stock,Activity,Share Change
2016,Q2,fairx,sell,SHLDQ.WS, - Sears Hldgs WTS,Reduce 0.20%,"13,762"
2016,Q2,fairx,buy,SHOS, - Sears Hometown & Outlet Stores,Add 0.07%,550
2016,Q2,MPGFX,sell,SHPG, - Shire plc,Reduce 51.10%,"52,258"
2016,Q2,TWEBX,buy,SHPG, - Shire plc,Buy ,"79,744"
2016,Q2,LUK,sell,SIG, - Signet Jewelers Ltd.,Sell 100.00%,"4,700"
2016,Q2,tp,sell,SIG, - Signet Jewelers Ltd.,Sell 100.00%,"1,000,000"
2016,Q2,CAAPX,sell,SJM, - J.M. Smucker Co,Reduce 4.79%,"21,500"
2016,Q2,tp,sell,SJM, - J.M. Smucker Co,Sell 100.00%,"775,000"
2016,Q2,DODGX,sell,SLB, - Schlumberger Ltd.,Reduce 6.57%,"1,115,000"
2016,Q2,WP,sell,SLB, - Schlumberger Ltd.,Reduce 8.75%,"382,703"
2016,Q2,MPGFX,buy,SNA, - Snap-On Inc.,Buy ,"125,000"
2016,Q2,LLPFX,sell,SNI, - Scripps Networks Interactive Inc.,Reduce 11.89%,"313,845"
2016,Q2,LUK,sell,SNI, - Scripps Networks Interactive Inc.,Sell 100.00%,"3,500"
2016,Q2,DODGX,sell,SNPS, - Synopsys Inc.,Reduce 9.95%,"865,000"
2016,Q2,DODGX,buy,SNY, - Sanofi Aventis,Add 3.27%,"1,114,299"
2016,Q2,cc,sell,SPGI, - S&P Global Inc.,Reduce 0.46%,"18,000"
2016,Q2,AIM,sell,SPR, - Spirit AeroSystems Holdings Inc.,Reduce 36.44%,"86,353"
2016,Q2,WP,buy,SRCL, - Stericycle Inc.,Add 0.13%,"3,378"
2016,Q2,PI,sell,SRG, - Seritage Growth Properties,Reduce 0.29%,"1,540"
2016,Q2,aq,buy,SRG, - Seritage Growth Properties,Add 80.00%,"80,000"
2016,Q2,fairx,sell,SRG, - Seritage Growth Properties,Reduce 0.41%,"14,100"
2016,Q2,fairx,buy,SRSC, - Sears Canada Inc.,Add 5.26%,"995,246"
2016,Q2,ARFFX,buy,STJ, - St Jude Medical,Add 6.25%,"1,500"
2016,Q2,CAAPX,sell,STJ, - St Jude Medical,Sell 100.00%,"558,300"
2016,Q2,LUK,buy,STJ, - St Jude Medical,Add 325.53%,"15,300"
2016,Q2,KB,sell,STL, - Sterling Bancorp,Reduce 9.51%,"96,582"
2016,Q2,PI,sell,STLA, - Stellantis N.V.,Reduce 0.01%,"1,000"
2016,Q2,oaklx,sell,STLA, - Stellantis N.V.,Reduce 63.76%,"4,685,000"
2016,Q2,KB,sell,STRP, - Straight Path Communications,Reduce 6.38%,"14,582"
2016,Q2,MAVFX,sell,STT, - State Street Corp.,Reduce 1.11%,300
2016,Q2,pzfvx,sell,STT, - State Street Corp.,Reduce 6.77%,"49,600"
2016,Q2,LPC,buy,STZ, - Constellation Brands,Add 13.06%,"769,791"
2016,Q2,LPC,sell,STZ, - Constellation Brands,Reduce 16.49%,"1,099,320"
2016,Q2,BRK,sell,SU, - Suncor Energy Inc.,Sell 100.00%,"22,275,381"
2016,Q2,CAAPX,sell,SWK, - Stanley Black & Decker Inc.,Reduce 5.92%,"39,500"
2016,Q2,pzfvx,sell,SWK, - Stanley Black & Decker Inc.,Reduce 16.53%,"60,850"
2016,Q2,AM,buy,SYF, - Synchrony Financial,Add 20.87%,"1,047,664"
2016,Q2,AM,sell,SYF, - Synchrony Financial,Reduce 31.37%,"1,903,446"
2016,Q2,BAUPOST,buy,SYF, - Synchrony Financial,Buy ,"17,565,000"
2016,Q2,MVALX,sell,SYF, - Synchrony Financial,Sell 100.00%,"270,118"
2016,Q2,MVALX,sell,SYF, - Synchrony Financial,Reduce 31.06%,"121,673"
2016,Q2,TF,buy,SYY, - Sysco Corp.,Add 0.00%,762
2016,Q2,TF,buy,SYY, - Sysco Corp.,Add 1.60%,"693,744"
2016,Q2,CCM,buy,T, - AT&T Inc.,Buy ,"4,994"
2016,Q2,KB,sell,T, - AT&T Inc.,Reduce 49.52%,"5,002"
2016,Q2,WP,buy,T, - AT&T Inc.,Add 0.25%,28
2016,Q2,tp,sell,TAP, - Molson Coors Beverage Co.,Reduce 53.49%,"1,150,000"
2016,Q2,BAUPOST,buy,TBRA, - Tobira Therapeutics Inc.,Buy ,"160,829"
2016,Q2,LPC,buy,TDG, - TransDigm Group Inc.,Add 12.40%,"262,561"
2016,Q2,WVALX,sell,TDG, - TransDigm Group Inc.,Reduce 20.00%,"15,000"
2016,Q2,WVALX,sell,TDG, - TransDigm Group Inc.,Reduce 8.54%,"7,000"
2016,Q2,tp,buy,TDG, - TransDigm Group Inc.,Add 13.10%,"131,000"
2016,Q2,MPGFX,buy,TECH, - Bio-Techne Corp.,Add 4.53%,"154,200"
2016,Q2,FPACX,sell,TEL, - TE Connectivity,Reduce 6.50%,"380,420"
2016,Q2,MAVFX,sell,TEL, - TE Connectivity,Reduce 2.98%,"1,000"
2016,Q2,oaklx,sell,TEL, - TE Connectivity,Reduce 10.43%,"550,000"
2016,Q2,GLRE,sell,TERP, - TerraForm Power Inc.,Reduce 38.29%,"1,091,175"
2016,Q2,MAVFX,buy,TEVA, - Teva Pharmaceutical Industries Ltd.,Add 8.96%,"3,000"
2016,Q2,AM,sell,TGI, - Triumph Group Inc.,Sell 100.00%,"1,004,155"
2016,Q2,LUK,sell,TGNA, - TEGNA Inc.,Sell 100.00%,"8,800"
2016,Q2,DODGX,buy,TGT, - Target Corp.,Add 19.41%,"1,069,568"
2016,Q2,LUK,sell,TGT, - Target Corp.,Sell 100.00%,"4,100"
2016,Q2,MPGFX,buy,TGT, - Target Corp.,Add 6.77%,"90,000"
2016,Q2,AM,sell,THC, - Tenet Healthcare Corp.,Sell 100.00%,"348,405"
2016,Q2,WP,buy,THS, - TreeHouse Foods,Buy ,"1,739,896"
2016,Q2,AIM,sell,TIF, - Tiffany & Co.,Sell 100.00%,"125,111"
2016,Q2,ARFFX,buy,TIF, - Tiffany & Co.,Buy ,"14,600"
2016,Q2,CAAPX,buy,TIF, - Tiffany & Co.,Add 36.21%,"87,400"
2016,Q2,SEQUX,sell,TJX, - TJX Companies Inc.,Reduce 9.10%,"892,000"
2016,Q2,WP,buy,TJX, - TJX Companies Inc.,Buy ,"2,858,562"
2016,Q2,DODGX,sell,TMO, - Thermo Fisher Scientific,Sell 100.00%,"226,010"
2016,Q2,FPACX,sell,TMO, - Thermo Fisher Scientific,Reduce 6.10%,"92,000"
2016,Q2,MAVFX,sell,TMO, - Thermo Fisher Scientific,Reduce 4.00%,400
2016,Q2,BAUPOST,buy,TMQ, - Trilogy Metals Inc.,Buy ,"10,600,758"
2016,Q2,MVALX,sell,TMX-OLD, - Terminix Global Holdings Inc.,Sell 100.00%,"137,612"
2016,Q2,MVALX,sell,TMX-OLD, - Terminix Global Holdings Inc.,Reduce 38.54%,"86,300"
2016,Q2,cc,buy,TMX-OLD, - Terminix Global Holdings Inc.,Add 25.01%,"1,146,200"
2016,Q2,cc,buy,TNET, - TriNet Group,Buy ,"437,507"
2016,Q2,GLRE,sell,TPH, - TRI Pointe Group,Reduce 6.06%,"290,000"
2016,Q2,KB,sell,TPHS, - Trinity Place Holdings,Reduce 1.47%,"15,601"
2016,Q2,DODGX,sell,TPR, - Tapestry Inc.,Reduce 8.19%,"786,100"
2016,Q2,WP,sell,TPR, - Tapestry Inc.,Reduce 57.63%,"33,500"
2016,Q2,WP,sell,TPR, - Tapestry Inc.,Reduce 9.07%,"5,800"
2016,Q2,LUK,sell,TRIP, - TripAdvisor Inc.,Sell 100.00%,"3,900"
2016,Q2,MVALX,sell,TRMB, - Trimble Inc.,Reduce 5.96%,"32,798"
2016,Q2,SEQUX,sell,TRMB, - Trimble Inc.,Sell 100.00%,"1,270,183"
2016,Q2,GLRE,buy,TSG, - The Stars Group Inc.,Buy ,"3,962,684"
2016,Q2,MPGFX,sell,TTC, - Toro Co.,Reduce 1.41%,"40,000"
2016,Q2,MVALX,buy,TTE, - TotalEnergies SE,Add 90.83%,"109,000"
2016,Q2,GLRE,sell,TTWO, - Take-Two Interactive Software,Reduce 3.92%,"111,500"
2016,Q2,tp,sell,TWC, - Time Warner Cable Inc.,Sell 100.00%,"1,200,000"
2016,Q2,GFT,buy,TWTR-OLD, - Twitter Inc.,Buy ,"272,420"
2016,Q2,MVALX,buy,TWTR-OLD, - Twitter Inc.,Buy ,"147,439"
2016,Q2,DODGX,sell,TWX, - Time Warner Inc.,Reduce 0.79%,"175,000"
2016,Q2,GLRE,sell,TWX, - Time Warner Inc.,Reduce 18.46%,"1,067,891"
2016,Q2,SSHFX,sell,TWX, - Time Warner Inc.,Reduce 9.58%,"64,800"
2016,Q2,SSHFX,sell,TXN, - Texas Instruments,Reduce 24.36%,"175,150"
2016,Q2,DODGX,sell,TYC, - Tyco International,Sell 100.00%,"12,524,975"
2016,Q2,GLRE,buy,UHAL, - AMERCO,Buy ,"78,687"
2016,Q2,GR,buy,UHR-D, - Swatch Group AG-D,Add 1.27%,"12,678"
2016,Q2,TWEBX,sell,UNF, - UniFirst Corp.,Sell 100.00%,"55,857"
2016,Q2,DODGX,sell,UNH, - United Health Group Inc.,Reduce 7.26%,"600,000"
2016,Q2,DODGX,buy,UNP, - Union Pacific,Add 25.00%,"1,750,000"
2016,Q2,DODGX,sell,UNP, - Union Pacific,Reduce 6.40%,"560,000"
2016,Q2,WVALX,sell,UPS, - United Parcel Service,Reduce 6.09%,"12,000"
2016,Q2,LUK,sell,URBN, - Urban Outfitters Inc.,Sell 100.00%,"16,200"
2016,Q2,MPGFX,buy,USB, - U.S. Bancorp,Add 5.67%,"240,000"
2016,Q2,WP,sell,USB, - U.S. Bancorp,Reduce 14.18%,"16,060"
2016,Q2,WP,sell,USB, - U.S. Bancorp,Reduce 0.46%,525
2016,Q2,MVALX,buy,USCR, - U.S. Concrete Inc.,Buy ,"76,000"
2016,Q2,AM,sell,USFD, - US Foods Holding Corp.,Reduce 15.81%,"116,913"
2016,Q2,AC,buy,V, - Visa Inc.,Add 58.07%,"1,328,000"
2016,Q2,BRK,buy,V, - Visa Inc.,Add 3.16%,"323,300"
2016,Q2,WP,sell,V, - Visa Inc.,Reduce 2.90%,"89,404"
2016,Q2,FFH,buy,VAL-OLD, - Valspar Corp.,Buy ,"6,200"
2016,Q2,LUK,sell,VAR, - Varian Medical Systems,Sell 100.00%,"3,900"
2016,Q2,FPPTX,buy,VECO, - Veeco Instruments,Add 1.80%,"17,330"
2016,Q2,CAAPX,sell,VIAB, - Viacom Inc.,Reduce 11.09%,"149,800"
2016,Q2,LPC,buy,VMC, - Vulcan Materials,Add 16.20%,"525,937"
2016,Q2,DODGX,buy,VMW, - VMware Inc.,Add 33.97%,"1,876,561"
2016,Q2,tp,sell,VMW, - VMware Inc.,Sell 100.00%,"1,200,000"
2016,Q2,GLRE,sell,VOD, - Vodafone Group PLC,Sell 100.00%,"100,000"
2016,Q2,GLRE,sell,VOD, - Vodafone Group PLC,Reduce 90.17%,"917,230"
2016,Q2,KB,buy,VOXX, - VOXX International Corp.,Add 24.68%,"456,941"
2016,Q2,KB,sell,VOXX, - VOXX International Corp.,Reduce 0.75%,"13,000"
2016,Q2,GLRE,buy,VOYA, - Voya Financial Inc.,Add 12.52%,"550,000"
2016,Q2,MVALX,buy,VRNT, - Verint Systems Inc.,Add 5.45%,"20,000"
2016,Q2,AC,sell,VRSK, - Verisk Analytics Inc.,Reduce 0.01%,216
2016,Q2,BRK,sell,VRSN, - Verisign Inc.,Reduce 0.25%,"32,255"
2016,Q2,LUK,sell,VRTX, - Vertex Pharmaceuticals,Sell 100.00%,"3,300"
2016,Q2,MKL,sell,WAIR, - Wesco Aircraft Holdings,Sell 100.00%,"287,000"
2016,Q2,LUK,sell,WBA, - Walgreens Boots Alliance,Sell 100.00%,"2,900"
2016,Q2,SSHFX,buy,WBA, - Walgreens Boots Alliance,Buy ,"628,200"
2016,Q2,BRK,buy,WBC, - WABCO Holdings Inc.,Add 4.06%,"131,300"
2016,Q2,WVALX,buy,WBD, - Warner Bros. Discovery Inc.,Buy ,"675,000"
2016,Q2,AM,sell,WDC, - Western Digital Corp.,Reduce 20.69%,"300,000"
2016,Q2,FPPTX,buy,WDC, - Western Digital Corp.,Add 19.43%,"165,480"
2016,Q2,FPPTX,sell,WDC, - Western Digital Corp.,Reduce 8.88%,"90,330"
2016,Q2,DODGX,sell,WFC, - Wells Fargo,Reduce 0.25%,"100,000"
2016,Q2,MPGFX,buy,WFC, - Wells Fargo,Add 17.09%,"270,000"
2016,Q2,SEQUX,buy,WFC, - Wells Fargo,Buy ,"2,020,963"
2016,Q2,AM,sell,WHR, - Whirlpool Corp.,Reduce 11.23%,"146,593"
2016,Q2,AM,sell,WHR, - Whirlpool Corp.,Reduce 7.47%,"105,409"
2016,Q2,LPC,buy,WMB, - Williams Cos.,Buy ,"9,247,247"
2016,Q2,BRK,sell,WMT, - Walmart Inc.,Reduce 67.75%,"27,254,828"
2016,Q2,DODGX,sell,WMT, - Walmart Inc.,Reduce 18.64%,"3,134,300"
2016,Q2,SEQUX,sell,WMT, - Walmart Inc.,Reduce 45.20%,"388,793"
2016,Q2,hcmax,sell,WMT, - Walmart Inc.,Sell 100.00%,"20,000"
2016,Q2,pzfvx,sell,WMT, - Walmart Inc.,Reduce 23.53%,"180,025"
2016,Q2,FPACX,sell,WPP, - WPP Group plc,Reduce 2.02%,"225,510"
2016,Q2,CAAPX,buy,WTW, - Willis Towers Watson plc,Add 19.54%,"43,700"
2016,Q2,VA,buy,WTW, - Willis Towers Watson plc,Add 5.57%,"428,000"
2016,Q2,ARFFX,sell,WU, - Western Union Co.,Reduce 4.87%,"6,200"
2016,Q2,CAAPX,sell,WU, - Western Union Co.,Reduce 8.69%,"250,600"
2016,Q2,MPGFX,buy,WU, - Western Union Co.,Add 0.99%,"30,000"
2016,Q2,LUK,sell,WYNN, - Wynn Resorts Ltd.,Sell 100.00%,"2,500"
2016,Q2,GLRE,buy,X, - United States Steel Corp.,Buy ,"3,089,800"
2016,Q2,FFH,buy,XCO, - EXCO Resources Inc.,Add 7.83%,"133,333"
2016,Q2,ARFFX,sell,XOM, - Exxon Mobil Corp.,Reduce 5.94%,"1,200"
2016,Q2,KB,sell,XOM, - Exxon Mobil Corp.,Reduce 1.15%,200
2016,Q2,pzfvx,sell,XOM, - Exxon Mobil Corp.,Reduce 12.23%,"76,900"
2016,Q2,ic,buy,XRX, - Xerox Holdings Corp.,Add 7.20%,"1,663,245"
2016,Q2,MVALX,sell,XYL, - Xylem Inc.,Reduce 8.61%,"37,515"
2016,Q2,GLRE,sell,YELP, - Yelp Inc.,Reduce 10.33%,"333,966"
2016,Q2,LUK,buy,YHOO, - Yahoo Inc.,Buy ,"177,504"
2016,Q2,tci,buy,YHOO, - Yahoo Inc.,Add 21.09%,"15,017,700"
2016,Q2,LPC,buy,YUM, - Yum! Brands Inc.,Add 559.29%,"8,459,686"
2016,Q2,tp,sell,YUM, - Yum! Brands Inc.,Reduce 54.55%,"3,000,000"
2016,Q2,CAAPX,sell,ZBH, - Zimmer Biomet Holdings,Reduce 17.91%,"132,100"
2016,Q2,CAAPX,sell,ZBH, - Zimmer Biomet Holdings,Reduce 6.07%,"47,700"
2016,Q2,LUK,sell,ZBH, - Zimmer Biomet Holdings,Sell 100.00%,"3,400"
2016,Q2,MAVFX,sell,ZBH, - Zimmer Biomet Holdings,Reduce 6.41%,"1,000"
2016,Q2,ARFFX,buy,ZBRA, - Zebra Technologies Corp.,Add 13.18%,"1,700"
2016,Q2,ARFFX,buy,ZBRA, - Zebra Technologies Corp.,Add 37.23%,"3,500"
2016,Q2,KB,sell,ZDGE, - Zedge Inc.,Reduce 0.74%,"1,165"
2016,Q2,cc,sell,ZTS, - Zoetis Inc.,Reduce 0.32%,"19,000"
2016,Q2,psc,sell,ZTS, - Zoetis Inc.,Reduce 49.37%,"20,649,957"
2016,Q3,SSHFX,buy,A, - Agilent Technologies,Add 7.92%,"62,850"
2016,Q3,SSHFX,sell,A, - Agilent Technologies,Reduce 15.48%,"145,400"
2016,Q3,FPACX,sell,AA, - Alcoa Corp.,Reduce 5.57%,"2,694,112"
2016,Q3,GLRE,buy,AA, - Alcoa Corp.,Buy ,"1,275,000"
2016,Q3,AM,buy,AAL, - American Airlines Group Inc.,Buy ,"1,293,367"
2016,Q3,BRK,buy,AAL, - American Airlines Group Inc.,Add 109.20%,"23,774,299"
2016,Q3,AM,sell,AAPL, - Apple Inc.,Reduce 43.75%,"1,400,000"
2016,Q3,BRK,buy,AAPL, - Apple Inc.,Add 276.68%,"168,527,800"
2016,Q3,GLRE,sell,AAPL, - Apple Inc.,Reduce 24.22%,"6,641,200"
2016,Q3,tp,buy,AAPL, - Apple Inc.,Buy ,"10,000,000"
2016,Q3,BAUPOST,buy,ABC, - AmerisourceBergen Corp.,Buy ,"502,474"
2016,Q3,GLRE,sell,ABC, - AmerisourceBergen Corp.,Sell 100.00%,"535,000"
2016,Q3,AIM,buy,ABG, - Asbury Automotive Group Inc.,Add 8.68%,"11,012"
2016,Q3,MPGFX,buy,ABT, - Abbott Labs,Add 683.33%,"410,000"
2016,Q3,pzfvx,sell,ABT, - Abbott Labs,Reduce 9.97%,"84,025"
2016,Q3,GLRE,sell,ACM, - AECOM Technology Corp.,Reduce 34.70%,"1,065,135"
2016,Q3,LPC,sell,ADBE, - Adobe Inc.,Reduce 7.61%,"380,461"
2016,Q3,cc,sell,ADI, - Analog Devices,Reduce 3.45%,"241,090"
2016,Q3,DODGX,buy,ADNT, - Adient plc,Buy ,"1,142,935"
2016,Q3,WP,sell,AEE, - Ameren Corp.,Reduce 35.30%,"10,845"
2016,Q3,GLRE,buy,AER, - AerCap Holdings N.V.,Add 12.02%,"1,370,000"
2016,Q3,SSHFX,sell,AER, - AerCap Holdings N.V.,Sell 100.00%,"955,100"
2016,Q3,CAAPX,sell,AFL, - AFLAC Inc.,Reduce 7.72%,"175,600"
2016,Q3,FPPTX,sell,AGCO, - AGCO Corp.,Reduce 14.45%,"52,840"
2016,Q3,AM,sell,AGN, - Allergan Plc,Reduce 3.37%,"42,500"
2016,Q3,LMM,buy,AGN, - Allergan Plc,Buy ,"133,015"
2016,Q3,SSHFX,buy,AGN, - Allergan Plc,Buy ,"239,350"
2016,Q3,cc,buy,AGN, - Allergan Plc,Add 34.04%,"250,540"
2016,Q3,cc,sell,AGN, - Allergan Plc,Reduce 3.29%,"32,430"
2016,Q3,ic,sell,AGN, - Allergan Plc,Reduce 87.49%,"2,974,562"
2016,Q3,tp,sell,AGN, - Allergan Plc,Reduce 22.76%,"1,115,000"
2016,Q3,KB,buy,AGO, - Assured Guaranty Ltd.,Buy ,"385,130"
2016,Q3,GLRE,sell,AGR, - Avangrid Inc.,Reduce 6.87%,"228,200"
2016,Q3,MVALX,buy,AGU, - Agrium Inc.,Add 20.07%,"12,000"
2016,Q3,FPACX,sell,AIG, - American International Group,Reduce 8.30%,"779,040"
2016,Q3,oaklx,sell,AIG, - American International Group,Reduce 24.55%,"1,300,000"
2016,Q3,pzfvx,sell,AIG, - American International Group,Reduce 9.83%,"72,350"
2016,Q3,LMM,buy,AIW, - Arlington Asset Investment Corp.,Add 31.25%,"50,000"
2016,Q3,FPPTX,buy,AKRX, - Akorn Inc.,Buy ,"380,120"
2016,Q3,MVALX,buy,ALEX, - Alexander & Baldwin,Add 4.69%,"20,000"
2016,Q3,MVALX,sell,ALEX, - Alexander & Baldwin,Reduce 1.16%,"5,000"
2016,Q3,AIM,sell,ALK, - Alaska Air Group,Sell 100.00%,"113,969"
2016,Q3,AM,sell,ALL, - Allstate Corp.,Reduce 16.83%,"524,989"
2016,Q3,oaklx,buy,ALLY, - Ally Financial Inc.,Add 15.00%,"1,500,000"
2016,Q3,oaklx,buy,ALLY, - Ally Financial Inc.,Buy ,"10,000,000"
2016,Q3,DODGX,buy,ALNY, - Alnylam Pharmaceuticals,Add 100.01%,"1,661,438"
2016,Q3,VA,sell,ALSN, - Allison Transmission Holdings,Reduce 44.97%,"8,600,000"
2016,Q3,tp,sell,AME, - Ametek Inc.,Reduce 53.70%,"1,450,000"
2016,Q3,AC,sell,AMT, - American Tower Corp.,Reduce 0.03%,"1,690"
2016,Q3,WVALX,buy,AMZN, - Amazon.com Inc.,Buy ,"230,000"
2016,Q3,FPACX,sell,AON, - Aon Plc,Reduce 9.95%,"460,210"
2016,Q3,DODGX,buy,APC, - Anadarko Petroleum,Add 272.58%,"9,800,200"
2016,Q3,psc,sell,APD, - Air Products & Chemicals,Reduce 47.05%,"3,576,000"
2016,Q3,tp,sell,APIC, - Apigee Corp.,Sell 100.00%,"3,166,551"
2016,Q3,LMM,buy,APO, - Apollo Global Management,Add 34.83%,"62,000"
2016,Q3,FPPTX,sell,APOL, - Apollo Education Group Inc.,Sell 100.00%,"281,704"
2016,Q3,CCM,sell,AR, - Antero Resources,Reduce 0.74%,"68,710"
2016,Q3,FPACX,buy,ARNC, - Arconic Corp.,Buy ,"15,228,573"
2016,Q3,AIM,buy,ARRS, - ARRIS International plc,Buy ,"310,157"
2016,Q3,FPPTX,sell,ARRS, - ARRIS International plc,Reduce 3.00%,"46,340"
2016,Q3,GLRE,sell,ARRS, - ARRIS International plc,Reduce 2.04%,"38,200"
2016,Q3,LUK,buy,ARRS, - ARRIS International plc,Buy ,"20,000"
2016,Q3,FPPTX,sell,ARW, - Arrow Electronics,Reduce 8.59%,"26,210"
2016,Q3,ARFFX,buy,ATGE, - Adtalem Global Education,Buy ,"26,600"
2016,Q3,LPC,buy,ATVI, - Activision Blizzard Inc.,Add 67.97%,"6,996,451"
2016,Q3,tp,sell,ATVI, - Activision Blizzard Inc.,Sell 100.00%,"3,000,000"
2016,Q3,LPC,buy,AVGO, - Broadcom Inc.,Buy ,"2,606,593"
2016,Q3,tp,buy,AVGO, - Broadcom Inc.,Buy ,"300,000"
2016,Q3,FPPTX,buy,AVT, - Avnet Inc.,Add 13.03%,"100,040"
2016,Q3,CAAPX,sell,AXE, - Anixter International,Reduce 37.94%,"256,500"
2016,Q3,CAAPX,sell,AXE, - Anixter International,Reduce 8.80%,"65,200"
2016,Q3,FPACX,sell,AXP, - American Express,Reduce 4.14%,"198,490"
2016,Q3,GR,buy,AXP, - American Express,Add 1.92%,"2,995"
2016,Q3,MAVFX,sell,AXP, - American Express,Reduce 2.08%,400
2016,Q3,pzfvx,sell,AXS, - Axis Capital Holdings Ltd.,Reduce 9.64%,"74,300"
2016,Q3,CCM,sell,AXTA, - Axalta Coating Systems Ltd.,Reduce 0.52%,"15,822"
2016,Q3,AM,sell,AY, - Atlantica Yield plc,Reduce 3.10%,"186,145"
2016,Q3,DODGX,buy,AZN, - AstraZeneca PLC,Add 36.25%,"7,391,400"
2016,Q3,LPC,buy,BABA, - Alibaba Group Holdings,Buy ,"5,151,461"
2016,Q3,AM,sell,BAC, - Bank of America Corp.,Sell 100.00%,"4,135,303"
2016,Q3,DODGX,buy,BAC, - Bank of America Corp.,Add 4.61%,"6,000,000"
2016,Q3,DODGX,sell,BAC, - Bank of America Corp.,Reduce 18.20%,"24,758,900"
2016,Q3,LPC,buy,BAC, - Bank of America Corp.,Buy ,"21,671,362"
2016,Q3,SSHFX,sell,BAC, - Bank of America Corp.,Reduce 21.03%,"823,500"
2016,Q3,fairx,sell,BAC, - Bank of America Corp.,Sell 100.00%,"1,713,203"
2016,Q3,oaklx,sell,BAC, - Bank of America Corp.,Reduce 8.94%,"1,678,000"
2016,Q3,pzfvx,sell,BAC, - Bank of America Corp.,Reduce 7.60%,"304,575"
2016,Q3,fairx,sell,BAC.WS.A, - Bank of America WTS A,Reduce 17.54%,"2,771,039"
2016,Q3,fairx,sell,BAC.WS.B, - Bank of America WTS B,Sell 100.00%,"1,455,701"
2016,Q3,MPGFX,sell,BAX, - Baxter International Inc.,Reduce 2.59%,"30,000"
2016,Q3,DODGX,sell,BBT-OLD, - BB&T Corp.,Reduce 12.74%,"1,900,000"
2016,Q3,MVALX,sell,BCR, - Bard (C.R.) Inc.,Reduce 38.68%,"16,557"
2016,Q3,GR,buy,BF.B, - Brown-Forman Corp.,Add 0.61%,"7,642"
2016,Q3,GR,buy,BF.B, - Brown-Forman Corp.,Add 6.54%,"77,041"
2016,Q3,VA,buy,BFH, - Bread Financial Holdings Inc.,Add 4.93%,"246,500"
2016,Q3,VA,buy,BFH, - Bread Financial Holdings Inc.,Add 52.07%,"1,712,090"
2016,Q3,DODGX,sell,BHI, - Baker Hughes OLD,Reduce 22.05%,"4,424,472"
2016,Q3,VA,sell,BHI, - Baker Hughes OLD,Reduce 8.29%,"2,478,380"
2016,Q3,tp,buy,BID, - Sotheby's,Add 0.01%,679
2016,Q3,FPACX,buy,BIDU, - Baidu Inc.,Add 146.11%,"424,396"
2016,Q3,cc,sell,BIDU, - Baidu Inc.,Reduce 3.31%,"68,500"
2016,Q3,LUK,buy,BIIB, - Biogen Inc.,Buy ,"1,716"
2016,Q3,cc,buy,BITA, - Bitauto Holdings Ltd.,Add 20.67%,"477,370"
2016,Q3,BRK,buy,BK, - Bank of New York Mellon Corp.,Add 2.53%,"535,257"
2016,Q3,DODGX,sell,BK, - Bank of New York Mellon Corp.,Reduce 12.77%,"4,357,964"
2016,Q3,TF,buy,BK, - Bank of New York Mellon Corp.,Add 0.47%,"152,027"
2016,Q3,hcmax,buy,BK, - Bank of New York Mellon Corp.,Buy ,"26,000"
2016,Q3,DODGX,buy,BKNG, - Booking Holdings Inc.,Add 19.31%,"74,500"
2016,Q3,LPC,sell,BKNG, - Booking Holdings Inc.,Reduce 47.02%,"270,212"
2016,Q3,AM,buy,BMY, - Bristol-Myers Squibb,Buy ,"375,000"
2016,Q3,DODGX,buy,BMY, - Bristol-Myers Squibb,Buy ,"14,113,900"
2016,Q3,hcmax,buy,BMY, - Bristol-Myers Squibb,Buy ,"17,000"
2016,Q3,CCM,sell,BN, - Brookfield Corp.,Reduce 8.39%,"897,546"
2016,Q3,SSHFX,buy,BP, - BP plc,Add 16.28%,"235,800"
2016,Q3,SSHFX,sell,BP, - BP plc,Reduce 24.57%,"413,850"
2016,Q3,pzfvx,sell,BP, - BP plc,Reduce 11.10%,"170,375"
2016,Q3,AC,sell,BRK.B, - Berkshire Hathaway CL B,Reduce 0.07%,265
2016,Q3,PI,sell,BRK.B, - Berkshire Hathaway CL B,Reduce 34.62%,"25,100"
2016,Q3,WP,sell,BRK.B, - Berkshire Hathaway CL B,Reduce 19.37%,"598,403"
2016,Q3,WVALX,sell,BRK.B, - Berkshire Hathaway CL B,Reduce 6.02%,"25,000"
2016,Q3,AM,buy,BSX, - Boston Scientific,Buy ,"550,000"
2016,Q3,GR,buy,BTI, - British American Tobacco plc,Add 1.67%,"84,396"
2016,Q3,GR,buy,BUD, - Anheuser-Busch InBev,Add 3.92%,"261,466"
2016,Q3,tp,sell,BUD, - Anheuser-Busch InBev,Reduce 15.79%,"300,000"
2016,Q3,AIM,buy,BW, - Babcock & Wilcox Enterprises,Buy ,"23,000"
2016,Q3,FPPTX,buy,BW, - Babcock & Wilcox Enterprises,Add 22.25%,"35,601"
2016,Q3,ARFFX,buy,BWA, - BorgWarner Inc.,Add 22.96%,"10,400"
2016,Q3,CAAPX,buy,BWA, - BorgWarner Inc.,Add 2.32%,"22,600"
2016,Q3,CAAPX,buy,BWA, - BorgWarner Inc.,Add 30.52%,"227,300"
2016,Q3,AM,sell,C, - Citigroup Inc.,Sell 100.00%,"100,000"
2016,Q3,FPACX,sell,C, - Citigroup Inc.,Reduce 7.16%,"797,450"
2016,Q3,oaklx,sell,C, - Citigroup Inc.,Reduce 13.57%,"850,000"
